hour,avg_LinkedIn
2015-12-04 19,2.909090909090909
2015-12-11 08,15.6
2015-12-26 13,-0.125
2016-01-03 15,6.5
2016-01-05 12,3.4285714285714284
2016-01-06 19,14.875
2015-11-10 12,27.142857142857142
2015-11-22 02,0.6666666666666666
2015-11-25 22,5.75
2015-12-03 12,8.666666666666666
2015-12-06 08,1.3333333333333333
2015-12-11 04,1.5833333333333333
2015-12-13 04,0.5
2015-12-13 12,3.0
2015-12-26 02,0.0
2015-12-29 01,5.615384615384615
2016-01-08 19,18.416666666666668
2015-11-22 17,1.1666666666666667
2015-11-30 15,45.875
2015-12-15 01,5.15
2015-12-15 22,13.071428571428571
2015-12-20 18,1.4
2015-12-21 17,9.45
2015-12-24 14,9.5
2015-12-24 22,6.1
2015-12-25 02,5.0
2015-10-13 22,-1.0
2015-11-15 10,6.6
2015-12-27 23,0.0
2015-10-29 17,-1.0
2015-11-02 20,-1.0
2015-11-16 10,19.636363636363637
2015-11-19 21,30.384615384615383
2015-11-20 12,1.7142857142857142
2015-11-23 06,2.2142857142857144
2016-01-12 05,29.3125
2015-11-18 09,0.3333333333333333
2015-12-07 04,3.9166666666666665
2015-12-09 12,31.62962962962963
2015-12-13 06,0.6
2015-12-20 06,3.375
2015-03-01 17,-1.0
2015-10-29 05,-1.0
2015-11-29 06,5.25
2015-11-30 18,47.65384615384615
2015-12-02 13,5.722222222222222
2015-12-16 08,7.2727272727272725
2015-12-19 21,2.25
2015-12-23 15,3.107142857142857
2016-01-03 02,1.3
2016-01-04 16,3.6129032258064515
2015-11-08 00,-1.0
2015-11-09 13,80.875
2015-11-11 06,4.285714285714286
2015-11-12 21,11.11111111111111
2015-12-14 11,8.192307692307692
2015-12-15 00,3.6451612903225805
2015-12-25 03,0.0
2015-12-31 14,0.0
2016-01-03 04,0.0
2016-01-03 07,4.222222222222222
2016-01-05 03,31.8
2015-11-07 05,-1.0
2015-11-30 08,0.5625
2015-12-12 04,2.25
2015-12-12 07,0.6666666666666666
2015-10-22 09,-1.0
2015-11-04 04,-1.0
2015-11-10 04,12.461538461538462
2015-11-10 14,15.0
2015-11-22 11,19.333333333333332
2015-12-01 18,9.153846153846153
2015-12-03 04,3.888888888888889
2015-12-03 14,7.684210526315789
2015-12-30 21,3.8125
2016-01-06 15,29.863636363636363
2016-01-10 14,8.65
2015-09-29 00,-1.0
2015-10-31 21,-1.0
2015-11-10 02,70.9090909090909
2015-11-12 13,20.555555555555557
2015-11-17 02,196.63636363636363
2015-11-26 19,3.3636363636363638
2015-12-13 03,17.0
2015-12-20 07,3.2857142857142856
2015-12-22 14,5.0
2015-12-22 19,56.5
2016-01-05 13,13.909090909090908
2016-01-07 21,13.304347826086957
2015-11-07 11,-1.0
2015-11-27 21,58.5
2015-12-24 01,1.6666666666666667
2015-12-25 01,0.0
2015-12-31 02,10.6875
2016-01-04 05,0.16666666666666666
2016-01-05 15,3.125
2016-03-01 09,11.541666666666666
2015-11-07 20,-1.0
2015-11-09 21,5.0
2015-11-24 05,37.38095238095238
2015-11-24 18,10.612903225806452
2015-11-25 01,4.523809523809524
2015-11-29 22,9.5
2015-12-03 06,12.857142857142858
2015-12-08 11,53.8
2015-12-11 22,2.1875
2015-12-14 08,4.1875
2016-01-12 20,14.485714285714286
2015-11-04 08,-1.0
2015-11-09 02,52.0
2015-12-01 15,13.470588235294118
2015-12-18 08,0.375
2015-12-30 08,3.2222222222222223
2016-01-08 16,5.583333333333333
2015-10-16 10,-1.0
2015-11-03 07,-1.0
2015-11-27 00,1.9130434782608696
2015-12-01 11,4.909090909090909
2015-12-21 00,22.5
2015-10-27 02,-1.0
2015-11-28 04,0.0
2015-11-30 13,3.9743589743589745
2015-11-30 23,13.6
2015-12-05 14,10.5
2015-12-05 19,0.625
2015-12-08 15,5.782608695652174
2015-12-18 10,15.0
2016-01-12 07,9.130434782608695
2016-01-13 03,8.461538461538462
2015-11-18 05,4.545454545454546
2015-11-19 09,8.833333333333334
2015-11-19 11,14.5
2015-11-21 05,0.375
2015-11-25 17,4.045454545454546
2015-12-03 23,1.5833333333333333
2015-12-05 18,3.6666666666666665
2015-12-10 18,17.56
2015-12-16 03,10.555555555555555
2015-12-18 23,2.4705882352941178
2015-12-20 02,30.181818181818183
2015-11-15 12,7.5
2015-11-16 02,5.666666666666667
2015-11-21 15,7.0
2015-11-29 07,21.5
2015-12-15 15,7.913043478260869
2015-12-20 13,3.2
2015-10-20 18,-1.0
2015-11-04 09,-1.0
2015-11-15 13,1.5384615384615385
2015-11-27 03,-0.18181818181818182
2015-12-18 01,1.1764705882352942
2015-12-28 15,10.333333333333334
2016-01-10 02,10.0
2015-10-21 02,-1.0
2015-10-23 09,-1.0
2015-10-28 21,-1.0
2015-11-13 13,71.45454545454545
2015-11-13 18,10.222222222222221
2015-12-10 11,16.129032258064516
2015-12-15 20,49.2
2015-12-18 21,5.521739130434782
2015-12-22 10,17.705882352941178
2015-12-27 10,30.75
2015-12-27 21,5.153846153846154
2015-12-29 00,4.7272727272727275
2015-12-29 10,7.357142857142857
2016-01-05 11,41.142857142857146
2016-01-07 12,57.0
2016-01-12 16,3.914285714285714
2015-10-27 03,-1.0
2015-11-08 13,11.0
2015-11-29 00,48.7
2015-11-29 10,0.0
2015-12-05 02,2.888888888888889
2015-12-16 11,14.083333333333334
2016-01-06 17,30.533333333333335
2016-01-09 03,8.875
2016-01-14 03,9.571428571428571
2015-03-01 23,-1.0
2015-11-12 00,-0.09090909090909091
2015-12-14 15,7.2727272727272725
2015-12-15 10,6.722222222222222
2015-12-21 16,13.92
2016-01-14 13,35.92857142857143
2015-10-28 08,-1.0
2015-11-06 21,-1.0
2015-11-09 20,22.0
2015-11-16 14,15.277777777777779
2015-11-24 22,34.15
2015-11-27 17,3.9166666666666665
2015-12-01 14,7.181818181818182
2015-12-05 05,0.5
2015-12-09 04,1.9166666666666667
2015-12-14 06,0.5714285714285714
2015-12-15 08,17.11111111111111
2015-12-19 02,3.2857142857142856
2015-11-20 16,1.2142857142857142
2015-11-23 15,17.74074074074074
2015-11-26 05,1.3846153846153846
2015-11-26 21,0.5
2016-01-05 07,1.7777777777777777
2016-01-08 05,20.8
2016-01-11 19,21.53846153846154
2015-10-22 11,-1.0
2015-10-27 13,-1.0
2015-11-11 17,17.142857142857142
2015-11-22 00,3.6363636363636362
2015-11-25 08,30.333333333333332
2015-11-25 15,1.32
2015-12-12 20,17.5
2016-01-04 07,5.173913043478261
2016-01-05 10,25.727272727272727
2016-01-07 07,8.2
2015-11-06 01,-1.0
2015-11-19 10,10.5
2015-11-22 10,8.875
2015-11-24 17,8.605263157894736
2015-12-01 22,8.566666666666666
2015-12-04 20,2.0
2015-12-27 15,6.75
2015-12-28 01,4.25
2015-10-13 00,-1.0
2015-11-12 11,3.357142857142857
2015-12-02 16,10.074074074074074
2015-12-07 06,9.5
2015-12-07 20,8.571428571428571
2015-12-15 05,3.7857142857142856
2015-12-21 13,17.57894736842105
2015-12-23 10,14.882352941176471
2015-12-30 15,8.909090909090908
2015-12-30 18,19.26086956521739
2016-01-02 11,13.5
2016-01-04 03,2.0
2015-10-16 00,-1.0
2015-11-24 21,22.363636363636363
2015-12-02 09,14.7
2015-12-14 18,1.6071428571428572
2016-01-08 18,34.0
2015-11-01 12,-1.0
2015-11-23 02,2.5384615384615383
2015-11-27 20,31.25
2015-12-08 09,11.75
2015-12-09 23,17.142857142857142
2015-12-23 14,9.153846153846153
2015-12-30 17,7.190476190476191
2016-01-02 08,12.846153846153847
2016-01-03 10,-0.125
2015-11-12 09,36.5
2015-11-22 16,16.210526315789473
2015-11-23 10,53.30434782608695
2015-12-05 12,4.076923076923077
2015-12-13 01,4.0
2015-12-20 08,0.42857142857142855
2015-12-26 20,4.5
2015-12-29 06,1.2222222222222223
2016-01-04 17,8.25
2016-01-09 09,0.3333333333333333
2016-01-13 14,25.88888888888889
2015-10-26 03,-1.0
2015-11-23 16,4.833333333333333
2015-12-04 17,4.352941176470588
2015-12-14 00,5.631578947368421
2015-12-20 23,2.4444444444444446
2016-01-01 22,6.0588235294117645
2015-11-03 00,-1.0
2015-11-03 03,-1.0
2015-11-09 16,14.153846153846153
2015-11-19 07,3.4444444444444446
2015-11-27 18,1.5384615384615385
2015-12-06 20,8.764705882352942
2015-12-08 17,10.625
2015-12-13 02,0.6
2015-12-17 02,0.6428571428571429
2015-12-19 07,13.428571428571429
2015-12-20 00,8.882352941176471
2015-11-25 21,5.909090909090909
2015-12-07 10,11.608695652173912
2015-12-13 08,4.25
2015-12-15 13,6.466666666666667
2015-12-17 23,7.631578947368421
2016-01-09 04,27.2
2016-01-10 07,1.7142857142857142
2015-11-05 00,-1.0
2015-11-19 06,23.238095238095237
2015-12-08 07,6.5
2015-12-26 21,4.142857142857143
2015-12-27 05,0.6666666666666666
2016-01-01 19,8.25
2016-01-02 10,1.6666666666666667
2016-01-14 12,77.95238095238095
2015-10-23 07,-1.0
2015-11-18 03,21.0
2015-11-18 07,12.857142857142858
2015-11-18 18,3.642857142857143
2015-11-28 16,2.9166666666666665
2015-12-09 22,12.0
2015-12-16 13,3.206896551724138
2015-12-21 07,1.75
2015-12-28 04,0.0
2015-12-29 08,34.3
2016-01-08 03,9.076923076923077
2015-11-06 19,-1.0
2015-11-15 23,10.333333333333334
2015-11-18 16,31.4375
2015-12-16 15,6.266666666666667
2015-12-17 20,10.45
2015-12-30 13,1.380952380952381
2016-01-06 00,3.9298245614035086
2016-01-06 14,11.227272727272727
2016-01-07 10,5.588235294117647
2016-01-10 11,11.88888888888889
2016-01-11 22,19.692307692307693
2015-10-22 00,-1.0
2015-10-29 10,-1.0
2015-11-10 20,3.3333333333333335
2015-11-10 22,53.45454545454545
2015-11-12 07,7.133333333333334
2015-11-28 02,5.5
2015-12-02 21,3.263157894736842
2015-12-19 09,10.0
2015-12-31 01,0.1
2016-01-06 05,2.1875
2016-01-06 11,4.882352941176471
2016-01-10 06,46.45454545454545
2015-10-20 03,-1.0
2015-11-27 01,1.4444444444444444
2015-12-12 16,25.333333333333332
2015-12-23 07,1.1428571428571428
2015-12-25 05,0.0
2015-12-25 08,11.0
2015-12-27 01,106.0
2015-12-28 21,5.3125
2016-01-09 17,1.2307692307692308
2016-01-13 19,11.55
2015-10-22 14,-1.0
2015-11-13 06,0.5454545454545454
2015-11-18 02,6.818181818181818
2015-12-15 12,3.0
2015-12-19 19,2.357142857142857
2015-12-23 13,5.090909090909091
2015-12-27 16,7.666666666666667
2016-01-13 17,3.2666666666666666
2016-01-14 15,12.8125
2015-11-06 15,-1.0
2015-11-10 13,11.0
2015-12-07 14,18.5625
2015-12-12 10,0.625
2015-12-30 19,18.65
2015-10-29 08,-1.0
2015-11-21 16,2.5833333333333335
2015-11-22 05,0.6666666666666666
2015-11-25 23,13.714285714285714
2015-12-16 09,10.631578947368421
2016-01-06 22,20.571428571428573
2016-01-08 17,3.7142857142857144
2015-03-01 08,-1.0
2015-11-10 05,85.3
2015-11-10 17,26.0
2015-11-12 14,7.916666666666667
2015-11-17 03,2.6666666666666665
2015-11-17 16,14.1875
2015-11-20 09,3.6
2015-11-25 06,6.818181818181818
2015-12-09 16,19.357142857142858
2016-01-04 12,25.44
2016-01-06 20,7.052631578947368
2016-01-12 01,1.2
2016-01-12 08,22.476190476190474
2015-12-03 07,72.46666666666667
2015-11-03 10,-1.0
2015-11-08 06,0.0
2015-11-09 00,15.86
2015-12-03 20,3.5
2015-12-07 03,6.956521739130435
2015-12-14 03,7.75
2015-12-31 00,26.685714285714287
2016-01-03 08,0.0625
2015-03-01 12,-1.0
2015-10-30 00,-1.0
2015-11-02 04,-1.0
2015-11-04 01,-1.0
2015-11-06 07,-1.0
2015-11-14 20,0.5
2015-11-17 17,19.0
2015-11-21 00,3.782608695652174
2015-11-24 06,2.076923076923077
2015-11-28 09,21.166666666666668
2015-12-08 12,10.166666666666666
2015-12-12 21,5.75
2015-12-25 21,1.7272727272727273
2015-12-27 02,1.1666666666666667
2015-10-26 06,-1.0
2015-11-18 23,10.214285714285714
2015-11-22 23,5.416666666666667
2015-11-26 18,3.357142857142857
2015-12-06 02,1.7142857142857142
2015-12-08 01,19.833333333333332
2015-12-16 18,2.4814814814814814
2015-12-17 05,11.68421052631579
2015-12-17 22,1.9333333333333333
2015-12-18 06,63.44444444444444
2015-12-23 06,4.266666666666667
2015-12-28 07,14.333333333333334
2016-01-01 01,10.0
2016-01-01 06,0.9
2015-11-14 19,15.0
2015-12-10 23,16.166666666666668
2015-12-11 06,0.9230769230769231
2015-12-11 16,12.578947368421053
2015-12-14 05,5.777777777777778
2015-12-31 10,10.4375
2015-11-19 22,24.76923076923077
2015-11-24 23,0.8235294117647058
2015-11-26 11,10.36
2015-12-07 18,30.94736842105263
2015-12-13 22,1.2
2015-12-19 13,2.375
2016-01-04 01,9.23076923076923
2016-01-09 20,4.5
2008-09-20 00,-1.0
2015-10-28 06,-1.0
2015-11-09 08,-0.3333333333333333
2015-11-12 23,2.8333333333333335
2015-11-16 06,3.5294117647058822
2015-11-16 23,16.53846153846154
2015-11-20 06,6.0
2015-11-20 20,2.8947368421052633
2015-11-28 05,0.0
2015-12-17 13,13.583333333333334
2016-01-05 05,0.9629629629629629
2016-01-07 00,4.269230769230769
2015-11-23 09,8.6
2015-12-03 17,20.04
2015-12-04 01,59.0
2015-12-04 11,24.944444444444443
2015-12-05 10,9.666666666666666
2016-01-07 09,17.22222222222222
2015-10-26 11,-1.0
2015-11-14 06,0.0
2015-11-15 11,1.3333333333333333
2015-11-19 23,18.045454545454547
2015-12-02 14,5.523809523809524
2015-12-06 13,2.625
2015-12-07 23,4.4375
2015-12-09 02,13.0
2015-12-13 20,1.0
2015-12-21 10,31.64516129032258
2015-12-29 20,15.45
2016-01-02 16,2.5
2016-01-10 00,11.857142857142858
2016-01-14 01,14.181818181818182
2015-10-21 10,-1.0
2015-10-25 05,-1.0
2015-11-21 11,4.333333333333333
2015-11-25 19,2.0
2015-12-01 01,3.6666666666666665
2015-12-24 17,0.75
2016-01-07 14,9.291666666666666
2016-01-12 17,11.36
2016-01-13 04,5.392857142857143
2015-11-11 04,6.909090909090909
2015-11-13 11,3.55
2015-11-27 08,5.0
2015-12-04 21,4.833333333333333
2015-12-11 20,6.916666666666667
2015-12-18 05,1.8
2015-12-26 16,9.1
2015-11-08 22,-0.6666666666666666
2015-11-12 10,17.11111111111111
2015-11-13 21,17.0
2016-01-10 20,1.5
2015-10-26 10,-1.0
2015-11-07 16,-1.0
2015-11-18 15,12.545454545454545
2015-11-21 01,0.1
2015-11-25 20,1.8571428571428572
2015-12-05 11,4.166666666666667
2015-12-13 05,1.8333333333333333
2016-01-01 20,9.571428571428571
2016-01-09 10,4.4
2016-01-10 18,26.6875
2016-01-14 14,6.36
2015-10-15 09,-1.0
2015-10-23 11,-1.0
2015-11-06 03,-1.0
2015-11-11 15,20.333333333333332
2015-11-24 16,12.13888888888889
2015-11-25 14,13.681818181818182
2015-12-14 20,28.928571428571427
2015-12-25 19,0.0
2016-01-01 15,3.75
2015-10-28 14,-1.0
2015-11-02 21,-1.0
2015-11-14 02,0.3333333333333333
2015-11-18 08,4.0
2015-11-23 03,2.75
2015-12-20 12,15.88888888888889
2015-12-31 18,6.5
2016-01-02 20,1.0
2015-11-01 03,-1.0
2015-11-04 12,-1.0
2015-11-05 23,-1.0
2015-11-19 17,14.375
2015-11-23 22,33.95238095238095
2015-11-26 08,27.214285714285715
2015-12-06 03,2.4285714285714284
2015-12-10 08,3.0
2015-12-12 01,0.125
2015-12-14 14,7.783783783783784
2015-12-31 21,11.2
2016-01-09 07,-0.4
2015-10-28 17,-1.0
2015-11-10 06,7.7272727272727275
2015-11-10 16,5.590909090909091
2015-11-15 00,4.947368421052632
2015-12-02 04,10.222222222222221
2015-12-07 13,14.379310344827585
2015-12-20 20,8.31578947368421
2015-12-22 17,2.4583333333333335
2015-12-23 19,3.0
2016-01-03 12,6.909090909090909
2016-01-08 06,2.8421052631578947
2015-11-04 02,-1.0
2015-11-08 05,0.0
2015-11-11 08,39.77777777777778
2015-11-18 01,8.526315789473685
2015-11-25 10,1.0
2015-11-25 18,13.517241379310345
2015-12-02 03,2.375
2015-12-03 10,39.72222222222222
2015-12-10 02,0.6666666666666666
2015-12-11 17,0.4375
2015-12-12 22,0.6
2015-12-16 22,3.8823529411764706
2015-12-27 14,2.0
2015-12-31 17,5.875
2016-01-04 18,4.214285714285714
2015-10-21 12,-1.0
2015-11-14 04,0.5
2015-11-17 07,5.416666666666667
2015-11-19 19,7.454545454545454
2015-11-28 19,9.454545454545455
2015-11-29 12,0.8
2015-12-19 14,21.333333333333332
2015-12-21 12,10.5
2015-12-25 04,0.2
2016-01-05 20,24.782608695652176
2016-01-07 20,28.36842105263158
2016-01-08 08,0.9090909090909091
2016-01-13 16,8.71875
2015-03-01 14,-1.0
2015-11-02 16,-1.0
2015-11-02 23,-1.0
2015-11-09 10,4.666666666666667
2015-11-24 04,2.909090909090909
2015-12-05 22,14.7
2015-12-19 16,2.375
2015-11-03 14,-1.0
2015-11-06 13,-1.0
2015-11-30 17,18.892857142857142
2016-01-03 09,10.666666666666666
2015-03-01 22,-1.0
2015-11-08 16,0.5
2015-11-21 10,10.384615384615385
2015-12-11 09,3.066666666666667
2015-12-14 04,41.76923076923077
2015-12-16 05,0.375
2015-12-19 04,6.5
2015-12-23 23,2.375
2015-12-25 00,2.5555555555555554
2016-01-12 03,5.888888888888889
2015-10-14 00,-1.0
2015-12-03 15,17.043478260869566
2015-12-04 08,1.7142857142857142
2015-12-09 21,8.0
2015-12-22 00,3.576923076923077
2016-01-14 18,13.814814814814815
2015-03-01 01,-1.0
2015-10-30 02,-1.0
2015-11-16 00,5.604166666666667
2015-11-30 12,33.074074074074076
2015-12-19 05,2.3333333333333335
2015-12-29 09,3.3333333333333335
2016-01-05 01,24.055555555555557
2016-01-08 04,13.25
2016-01-09 14,9.375
2016-01-12 13,11.225806451612904
2015-03-01 15,-1.0
2015-10-29 12,-1.0
2015-11-06 16,-1.0
2015-11-23 07,11.473684210526315
2015-11-26 13,27.25
2015-11-30 11,4.3478260869565215
2015-12-05 21,8.555555555555555
2015-12-09 11,3.533333333333333
2015-12-17 03,2.533333333333333
2015-12-19 01,8.727272727272727
2016-01-03 06,3.375
2016-01-08 12,1.826086956521739
2016-01-08 14,64.75
2016-01-10 17,12.238095238095237
2015-12-11 00,6.295454545454546
2015-12-24 05,0.0
2015-12-27 03,2.2
2015-12-28 03,4.0
2015-12-28 19,11.176470588235293
2016-01-06 02,9.4375
2016-01-12 10,12.5625
2016-01-14 04,40.6
2015-10-22 23,-1.0
2015-11-07 01,-1.0
2015-11-15 14,11.4
2015-11-28 01,13.166666666666666
2015-11-29 20,17.0
2015-12-29 21,15.75
2016-01-09 11,2.625
2016-01-11 14,3.2222222222222223
2016-01-13 05,12.21951219512195
2015-11-05 18,-1.0
2015-11-17 09,1.8571428571428572
2015-11-17 23,4.083333333333333
2015-11-23 00,2.0
2015-11-23 05,1.75
2015-11-30 06,30.653846153846153
2015-12-11 21,9.0
2015-12-15 07,31.53846153846154
2015-12-20 11,3.0
2015-12-25 11,3.642857142857143
2016-01-05 17,14.291666666666666
2015-10-09 00,-1.0
2015-10-22 13,-1.0
2015-11-14 21,-0.5
2015-11-17 06,66.16666666666667
2015-12-13 19,7.823529411764706
2015-12-18 20,4.0
2015-12-20 16,2.4444444444444446
2015-12-24 13,2.5
2015-12-27 17,8.25
2015-12-28 08,0.4444444444444444
2015-10-29 13,-1.0
2015-11-04 00,-1.0
2015-11-22 04,-0.16666666666666666
2015-12-01 00,8.413793103448276
2015-12-12 11,1.0
2015-12-21 19,7.2
2015-12-27 09,2.2
2015-12-30 01,3.076923076923077
2015-12-31 20,8.5
2016-01-11 23,7.2
2015-11-29 14,8.0
2015-12-26 19,8.6
2016-01-08 02,56.6
2016-01-10 12,4.333333333333333
2015-11-13 22,8.4
2015-11-16 13,40.65
2015-11-20 07,7.7727272727272725
2015-12-03 21,4.5
2015-12-19 00,14.142857142857142
2016-01-03 21,12.636363636363637
2015-12-29 14,8.625
2015-03-01 06,-1.0
2015-09-10 00,-1.0
2015-11-21 06,0.2
2015-12-01 10,4.8
2015-12-03 11,39.45
2015-12-13 21,7.222222222222222
2016-01-07 06,24.076923076923077
2016-01-13 12,17.105263157894736
2015-10-20 07,-1.0
2015-11-11 22,32.44444444444444
2015-11-14 13,0.0
2015-11-17 12,24.75
2015-11-20 03,6.866666666666666
2015-11-28 11,0.0
2015-11-28 23,113.0
2015-12-09 18,18.434782608695652
2015-12-23 18,1.25
2015-12-27 19,4.5
2015-12-29 02,21.22222222222222
2016-01-06 03,131.75
2016-01-10 10,4.818181818181818
2015-11-02 17,-1.0
2015-11-12 02,1.25
2015-12-18 17,38.57575757575758
2016-01-02 02,1.75
2015-11-12 06,6.363636363636363
2015-11-15 06,0.6666666666666666
2015-11-26 17,5.090909090909091
2015-11-27 16,2.3333333333333335
2015-12-16 14,11.923076923076923
2016-01-04 04,1.6666666666666667
2016-01-09 06,0.9
2016-01-11 09,12.625
2015-10-14 11,-1.0
2015-10-28 00,-1.0
2015-10-28 09,-1.0
2015-10-29 00,-1.0
2015-11-14 07,1.0
2015-11-15 15,22.333333333333332
2015-11-24 13,15.264705882352942
2015-12-10 14,14.181818181818182
2015-12-17 14,21.58823529411765
2016-01-02 14,12.615384615384615
2016-01-12 14,12.051282051282051
2016-02-28 19,19.8
2015-10-12 00,-1.0
2015-10-23 08,-1.0
2015-11-05 15,-1.0
2015-11-08 12,1.0
2015-11-14 00,1.9523809523809523
2015-11-19 13,23.75
2015-12-13 00,2.1481481481481484
2015-12-22 09,5.444444444444445
2015-12-26 18,2.1666666666666665
2015-12-31 08,19.61111111111111
2015-11-01 01,-1.0
2015-11-11 10,1.6470588235294117
2015-11-24 15,8.75
2015-12-01 13,24.0
2015-12-02 11,8.84375
2015-12-02 18,16.333333333333332
2015-12-15 04,0.07692307692307693
2015-12-24 19,1.2
2015-12-25 18,17.857142857142858
2016-01-05 04,0.9090909090909091
2016-01-05 19,4.0
2015-03-01 19,-1.0
2015-11-14 23,0.8
2015-11-28 13,5.25
2015-12-10 07,2.6315789473684212
2015-12-10 15,36.8
2015-12-17 08,13.5
2015-12-27 06,0.6923076923076923
2016-01-02 09,2.0
2015-11-10 03,0.0
2015-11-16 22,8.846153846153847
2015-11-23 18,6.76
2015-12-08 22,25.0
2015-12-11 03,5.0
2015-12-17 11,5.0588235294117645
2016-01-05 21,4.72
2016-01-07 01,1.1538461538461537
2016-01-07 11,24.125
2016-01-14 08,4.866666666666666
2015-10-31 09,-1.0
2015-11-12 08,17.166666666666668
2015-11-15 05,0.0
2015-11-20 19,15.625
2015-11-29 18,40.76923076923077
2015-12-05 06,0.0
2015-12-09 13,3.5
2015-12-23 04,4.0
2015-12-27 08,2.5
2015-12-31 11,19.0625
2016-01-11 10,9.2
2016-01-13 10,8.928571428571429
2015-12-29 13,7.466666666666667
2015-11-20 13,3.6666666666666665
2015-11-29 19,1.0588235294117647
2015-12-12 12,0.0
2015-12-19 08,4.625
2015-12-29 05,8.818181818181818
2015-12-30 11,2.25
2015-12-31 22,9.125
2016-01-01 07,8.416666666666666
2016-01-06 01,16.666666666666668
2016-01-06 10,1.0
2016-01-11 12,46.68181818181818
2015-11-11 14,40.875
2015-11-21 03,1.8
2015-12-09 03,9.2
2015-12-09 09,18.90909090909091
2015-12-26 05,1.5
2015-12-31 04,1.1666666666666667
2016-01-01 03,3.3333333333333335
2016-01-09 13,4.285714285714286
2015-11-02 22,-1.0
2015-11-23 23,1.4736842105263157
2015-12-01 16,10.5
2015-12-20 04,20.285714285714285
2016-01-04 21,7.368421052631579
2016-01-07 23,17.357142857142858
2016-01-08 10,11.875
2015-10-28 10,-1.0
2015-11-04 20,-1.0
2015-11-12 17,10.5
2015-11-24 10,3.3333333333333335
2015-11-24 12,23.347826086956523
2015-12-01 04,36.45454545454545
2015-12-05 00,1.4
2015-12-11 07,7.666666666666667
2015-12-22 23,4.166666666666667
2016-01-01 12,15.0
2016-01-06 06,45.857142857142854
2015-10-24 18,-1.0
2015-11-02 00,-1.0
2015-11-03 21,-1.0
2015-11-10 18,14.214285714285714
2015-11-16 11,74.3157894736842
2015-12-03 05,34.9375
2015-12-13 11,72.0
2015-12-15 16,7.3
2015-11-18 22,25.25
2015-12-04 09,9.571428571428571
2015-12-04 15,12.727272727272727
2015-12-08 13,3.7058823529411766
2015-12-15 19,0.4666666666666667
2015-12-16 06,0.7
2015-12-23 05,1.0
2015-12-26 11,2.0
2015-12-31 07,8.307692307692308
2016-01-01 09,10.4
2016-01-01 21,8.857142857142858
2016-01-12 22,8.606060606060606
2015-03-01 10,-1.0
2015-03-01 21,-1.0
2015-11-11 01,3.5384615384615383
2015-11-11 19,10.0
2015-11-15 19,14.2
2015-12-02 07,1.0
2015-12-31 13,0.6
2016-01-08 00,19.142857142857142
2016-01-13 22,10.12
2015-03-01 05,-1.0
2015-11-13 20,23.555555555555557
2015-11-14 18,5.25
2015-11-16 18,21.555555555555557
2015-11-28 15,10.5
2015-11-29 08,3.1666666666666665
2015-12-10 13,20.235294117647058
2015-11-21 09,4.142857142857143
2015-11-23 17,4.862068965517241
2015-11-27 10,1.9285714285714286
2015-11-27 13,8.133333333333333
2015-12-02 01,12.571428571428571
2015-12-09 14,21.545454545454547
2015-12-15 14,29.576923076923077
2015-12-26 22,55.8
2015-11-05 04,-1.0
2015-11-09 04,0.0
2015-11-16 04,1.0
2015-11-26 09,7.533333333333333
2015-11-26 16,0.8571428571428571
2015-11-29 05,0.25
2015-12-24 06,0.46153846153846156
2015-12-24 07,4.375
2016-01-10 04,5.1
2016-01-11 13,4.052631578947368
2016-01-11 18,62.666666666666664
2015-11-06 11,-1.0
2015-11-08 08,0.0
2015-11-20 05,51.9
2015-12-02 15,14.238095238095237
2015-12-07 07,6.071428571428571
2015-12-13 10,5.0
2015-12-15 21,2.230769230769231
2016-01-01 00,3.0
2016-01-02 15,36.833333333333336
2016-01-12 00,2.5833333333333335
2015-11-05 10,-1.0
2015-11-16 01,39.46153846153846
2015-11-28 14,6.461538461538462
2015-11-29 04,3.0
2015-12-11 14,2.3846153846153846
2015-12-13 07,4.583333333333333
2016-01-01 18,18.88888888888889
2016-01-08 01,23.529411764705884
2016-01-12 21,4.621621621621622
2015-10-20 00,-1.0
2015-10-28 11,-1.0
2015-11-13 00,0.36363636363636365
2015-11-17 13,9.0
2015-11-20 08,3.838709677419355
2015-11-20 17,24.61111111111111
2015-11-26 07,0.6
2015-12-17 07,5.416666666666667
2015-12-21 09,0.92
2015-12-25 12,0.0
2015-12-31 16,46.411764705882355
2016-01-07 13,2.1
2016-01-11 17,23.96153846153846
2015-03-01 04,-1.0
2015-11-08 20,32.0
2015-11-11 23,3.1818181818181817
2015-12-01 02,3.0526315789473686
2015-12-04 07,8.222222222222221
2015-12-12 17,11.25
2015-12-23 17,11.666666666666666
2016-01-10 03,0.14285714285714285
2015-11-08 18,0.0
2015-11-20 18,12.692307692307692
2015-12-02 19,12.48
2015-12-02 23,6.45
2015-12-10 04,1.5833333333333333
2015-12-24 10,-0.09090909090909091
2015-12-28 09,2.1666666666666665
2016-01-02 04,0.0
2016-01-06 09,85.66666666666667
2016-01-06 21,21.176470588235293
2015-11-04 07,-1.0
2015-11-24 19,6.03030303030303
2015-12-03 02,11.666666666666666
2015-12-04 18,14.590909090909092
2015-12-21 15,2.263157894736842
2016-01-04 14,24.275
2016-01-10 21,2.9411764705882355
2015-11-20 15,8.916666666666666
2015-11-21 04,0.2
2015-11-21 19,3.3333333333333335
2015-11-26 00,10.481481481481481
2015-12-02 02,1.0
