hour,avg_GooglePlus
2016-01-08 09,1.2083333333333333
2016-01-08 15,5.066666666666666
2016-01-11 04,4.0
2015-11-13 23,1.0
2015-11-16 17,4.777777777777778
2015-12-04 19,2.0
2015-12-11 08,0.9333333333333333
2015-12-26 13,1.125
2016-01-03 15,4.25
2016-01-05 12,3.392857142857143
2016-01-06 19,6.333333333333333
2015-11-10 12,1.7142857142857142
2015-11-22 02,7.666666666666667
2015-11-25 22,2.05
2015-12-03 12,4.866666666666666
2015-12-06 08,0.3333333333333333
2015-12-11 04,7.416666666666667
2015-12-13 04,6.5
2015-12-13 12,4.4
2015-12-26 02,0.375
2015-12-29 01,3.5384615384615383
2016-01-08 19,7.0
2015-11-22 17,1.3333333333333333
2015-11-30 15,8.25
2015-12-15 01,0.5
2015-12-15 22,6.928571428571429
2015-12-20 18,0.3
2015-12-21 17,8.3
2015-12-24 14,9.666666666666666
2015-12-24 22,7.8
2015-12-25 02,0.5
2015-10-13 22,-1.0
2015-11-15 10,2.6
2015-12-27 23,0.0
2015-10-29 17,-1.0
2015-11-02 20,-1.0
2015-11-16 10,2.272727272727273
2015-11-19 21,1.5384615384615385
2015-11-20 12,0.5
2015-11-23 06,1.2142857142857142
2016-01-12 05,0.125
2015-11-18 09,0.16666666666666666
2015-12-07 04,3.2083333333333335
2015-12-09 12,5.148148148148148
2015-12-13 06,0.2
2015-12-20 06,24.125
2015-03-01 17,-1.0
2015-10-29 05,-1.0
2015-11-29 06,0.3125
2015-11-30 18,4.615384615384615
2015-12-02 13,1.0
2015-12-16 08,1.5454545454545454
2015-12-19 21,9.0
2015-12-23 15,3.0714285714285716
2016-01-03 02,3.3
2016-01-04 16,3.064516129032258
2015-11-08 00,-1.0
2015-11-09 13,1.125
2015-11-11 06,1.0
2015-11-12 21,1.5555555555555556
2015-12-14 11,1.6153846153846154
2015-12-15 00,6.645161290322581
2015-12-25 03,0.3333333333333333
2015-12-31 14,0.4
2016-01-03 04,0.5
2016-01-03 07,0.3333333333333333
2016-01-05 03,8.866666666666667
2015-11-07 05,-1.0
2015-11-30 08,3.5
2015-12-12 04,0.5
2015-12-12 07,10.0
2015-10-22 09,-1.0
2015-11-04 04,-1.0
2015-11-10 04,1.3846153846153846
2015-11-10 14,0.8181818181818182
2015-11-22 11,5.583333333333333
2015-12-01 18,2.576923076923077
2015-12-03 04,2.5555555555555554
2015-12-03 14,4.0
2015-12-30 21,5.125
2016-01-06 15,8.272727272727273
2016-01-10 14,6.15
2015-09-29 00,-1.0
2015-10-31 21,-1.0
2015-11-10 02,2.6363636363636362
2015-11-12 13,0.4444444444444444
2015-11-17 02,10.909090909090908
2015-11-26 19,3.4545454545454546
2015-12-13 03,11.333333333333334
2015-12-20 07,2.4285714285714284
2015-12-22 14,7.045454545454546
2015-12-22 19,13.35
2016-01-05 13,9.545454545454545
2016-01-07 21,5.043478260869565
2015-11-07 11,-1.0
2015-11-27 21,1.25
2015-12-24 01,1.1666666666666667
2015-12-25 01,0.0
2015-12-31 02,14.875
2016-01-04 05,0.4166666666666667
2016-01-05 15,12.75
2016-03-01 09,0.6666666666666666
2015-11-07 20,-1.0
2015-11-09 21,0.4
2015-11-24 05,1.1428571428571428
2015-11-24 18,5.161290322580645
2015-11-25 01,2.0952380952380953
2015-11-29 22,3.2
2015-12-03 06,10.142857142857142
2015-12-08 11,5.866666666666666
2015-12-11 22,1.6875
2015-12-14 08,2.25
2016-01-12 20,3.3142857142857145
2015-11-04 08,-1.0
2015-11-09 02,5.5
2015-12-01 15,7.382352941176471
2015-12-18 08,0.1875
2015-12-30 08,12.333333333333334
2016-01-08 16,18.75
2015-10-16 10,-1.0
2015-11-03 07,-1.0
2015-11-27 00,10.91304347826087
2015-12-01 11,3.227272727272727
2015-12-21 00,0.5
2015-10-27 02,-1.0
2015-11-28 04,0.0
2015-11-30 13,2.3076923076923075
2015-11-30 23,13.866666666666667
2015-12-05 14,19.875
2015-12-05 19,3.75
2015-12-08 15,7.695652173913044
2015-12-18 10,3.6666666666666665
2016-01-12 07,7.826086956521739
2016-01-13 03,6.3076923076923075
2015-11-18 05,0.45454545454545453
2015-11-19 09,0.25
2015-11-19 11,3.4166666666666665
2015-11-21 05,11.0
2015-11-25 17,1.5909090909090908
2015-12-03 23,1.4166666666666667
2015-12-05 18,1.2222222222222223
2015-12-10 18,25.52
2015-12-16 03,7.777777777777778
2015-12-18 23,1.8235294117647058
2015-12-20 02,5.090909090909091
2015-11-15 12,0.25
2015-11-16 02,2.0
2015-11-21 15,3.7777777777777777
2015-11-29 07,0.75
2015-12-15 15,4.086956521739131
2015-12-20 13,3.0
2015-10-20 18,-1.0
2015-11-04 09,-1.0
2015-11-15 13,0.7692307692307693
2015-11-27 03,-0.18181818181818182
2015-12-18 01,3.2941176470588234
2015-12-28 15,6.333333333333333
2016-01-10 02,0.5
2015-10-21 02,-1.0
2015-10-23 09,-1.0
2015-10-28 21,-1.0
2015-11-13 13,3.8181818181818183
2015-11-13 18,3.7222222222222223
2015-12-10 11,3.161290322580645
2015-12-15 20,8.866666666666667
2015-12-18 21,6.173913043478261
2015-12-22 10,10.470588235294118
2015-12-27 10,9.75
2015-12-27 21,1.6153846153846154
2015-12-29 00,3.0454545454545454
2015-12-29 10,1.7857142857142858
2016-01-05 11,4.892857142857143
2016-01-07 12,7.315789473684211
2016-01-12 16,4.885714285714286
2015-10-27 03,-1.0
2015-11-08 13,1.0
2015-11-29 00,2.8
2015-11-29 10,0.6666666666666666
2015-12-05 02,0.8888888888888888
2015-12-16 11,7.666666666666667
2016-01-06 17,6.733333333333333
2016-01-09 03,6.0
2016-01-14 03,0.2857142857142857
2015-03-01 23,-1.0
2015-11-12 00,2.590909090909091
2015-12-14 15,2.8636363636363638
2015-12-15 10,4.555555555555555
2015-12-21 16,8.32
2016-01-14 13,3.5714285714285716
2015-10-28 08,-1.0
2015-11-06 21,-1.0
2015-11-09 20,0.3333333333333333
2015-11-16 14,1.8888888888888888
2015-11-24 22,12.15
2015-11-27 17,3.0
2015-12-01 14,5.75
2015-12-05 05,0.8333333333333334
2015-12-09 04,1.3333333333333333
2015-12-14 06,0.14285714285714285
2015-12-15 08,1.4444444444444444
2015-12-19 02,9.857142857142858
2015-11-20 16,2.642857142857143
2015-11-23 15,4.814814814814815
2015-11-26 05,3.6153846153846154
2015-11-26 21,13.5
2016-01-05 07,0.7222222222222222
2016-01-08 05,2.75
2016-01-11 19,6.615384615384615
2015-10-22 11,-1.0
2015-10-27 13,-1.0
2015-11-11 17,2.357142857142857
2015-11-22 00,5.2272727272727275
2015-11-25 08,4.833333333333333
2015-11-25 15,2.16
2015-12-12 20,9.1
2016-01-04 07,11.695652173913043
2016-01-05 10,3.0
2016-01-07 07,2.8
2015-11-06 01,-1.0
2015-11-19 10,0.5833333333333334
2015-11-22 10,16.125
2015-11-24 17,7.131578947368421
2015-12-01 22,6.733333333333333
2015-12-04 20,1.8461538461538463
2015-12-27 15,3.75
2015-12-28 01,0.5
2015-10-13 00,-1.0
2015-11-12 11,1.4285714285714286
2015-12-02 16,12.185185185185185
2015-12-07 06,0.875
2015-12-07 20,2.5714285714285716
2015-12-15 05,7.142857142857143
2015-12-21 13,4.684210526315789
2015-12-23 10,16.0
2015-12-30 15,20.863636363636363
2015-12-30 18,9.217391304347826
2016-01-02 11,1.0
2016-01-04 03,4.090909090909091
2015-10-16 00,-1.0
2015-11-24 21,25.272727272727273
2015-12-02 09,1.05
2015-12-14 18,2.2142857142857144
2016-01-08 18,4.5
2015-11-01 12,-1.0
2015-11-23 02,0.23076923076923078
2015-11-27 20,12.0
2015-12-08 09,0.75
2015-12-09 23,3.357142857142857
2015-12-23 14,1.2307692307692308
2015-12-30 17,1.0
2016-01-02 08,7.923076923076923
2016-01-03 10,-0.125
2015-11-12 09,14.0
2015-11-22 16,3.9473684210526314
2015-11-23 10,3.608695652173913
2015-12-05 12,6.230769230769231
2015-12-13 01,4.375
2015-12-20 08,1.0
2015-12-26 20,1.6666666666666667
2015-12-29 06,0.1111111111111111
2016-01-04 17,2.5
2016-01-09 09,-0.1111111111111111
2016-01-13 14,2.814814814814815
2015-10-26 03,-1.0
2015-11-23 16,7.055555555555555
2015-12-04 17,8.0
2015-12-14 00,8.210526315789474
2015-12-20 23,2.888888888888889
2016-01-01 22,5.823529411764706
2015-11-03 00,-1.0
2015-11-03 03,-1.0
2015-11-09 16,2.230769230769231
2015-11-19 07,0.7777777777777778
2015-11-27 18,14.23076923076923
2015-12-06 20,2.2941176470588234
2015-12-08 17,2.1875
2015-12-13 02,34.8
2015-12-17 02,1.0714285714285714
2015-12-19 07,9.0
2015-12-20 00,2.5294117647058822
2015-11-25 21,3.8181818181818183
2015-12-07 10,7.695652173913044
2015-12-13 08,0.0
2015-12-15 13,13.2
2015-12-17 23,6.315789473684211
2016-01-09 04,21.6
2016-01-10 07,7.428571428571429
2015-11-05 00,-1.0
2015-11-19 06,0.7619047619047619
2015-12-08 07,1.0
2015-12-26 21,2.5714285714285716
2015-12-27 05,1.2222222222222223
2016-01-01 19,11.25
2016-01-02 10,3.3333333333333335
2016-01-14 12,18.571428571428573
2015-10-23 07,-1.0
2015-11-18 03,9.0
2015-11-18 07,9.523809523809524
2015-11-18 18,2.0714285714285716
2015-11-28 16,5.833333333333333
2015-12-09 22,2.4444444444444446
2015-12-16 13,1.7586206896551724
2015-12-21 07,1.4375
2015-12-28 04,0.5
2015-12-29 08,2.2
2016-01-08 03,6.461538461538462
2015-11-06 19,-1.0
2015-11-15 23,2.111111111111111
2015-11-18 16,3.875
2015-12-16 15,0.5333333333333333
2015-12-17 20,3.85
2015-12-30 13,0.5238095238095238
2016-01-06 00,3.3157894736842106
2016-01-06 14,7.545454545454546
2016-01-07 10,3.411764705882353
2016-01-10 11,3.111111111111111
2016-01-11 22,4.884615384615385
2015-10-22 00,-1.0
2015-10-29 10,-1.0
2015-11-10 20,0.7333333333333333
2015-11-10 22,3.090909090909091
2015-11-12 07,2.6666666666666665
2015-11-28 02,34.3
2015-12-02 21,1.8421052631578947
2015-12-19 09,4.0
2015-12-31 01,0.3
2016-01-06 05,2.0625
2016-01-06 11,3.411764705882353
2016-01-10 06,0.8181818181818182
2015-10-20 03,-1.0
2015-11-27 01,0.7777777777777778
2015-12-12 16,1.6666666666666667
2015-12-23 07,2.0714285714285716
2015-12-25 05,0.0
2015-12-25 08,83.75
2015-12-27 01,1.3333333333333333
2015-12-28 21,0.9375
2016-01-09 17,4.076923076923077
2016-01-13 19,9.6
2015-10-22 14,-1.0
2015-11-13 06,1.4545454545454546
2015-11-18 02,2.090909090909091
2015-12-15 12,0.8095238095238095
2015-12-19 19,9.142857142857142
2015-12-23 13,2.4545454545454546
2015-12-27 16,6.555555555555555
2016-01-13 17,15.333333333333334
2016-01-14 15,3.125
2015-11-06 15,-1.0
2015-11-10 13,6.9411764705882355
2015-12-07 14,9.875
2015-12-12 10,1.875
2015-12-30 19,4.45
2015-10-29 08,-1.0
2015-11-21 16,1.0
2015-11-22 05,1.0
2015-11-25 23,20.5
2015-12-16 09,8.210526315789474
2016-01-06 22,2.0952380952380953
2016-01-08 17,7.333333333333333
2015-03-01 08,-1.0
2015-11-10 05,5.7
2015-11-10 17,3.4210526315789473
2015-11-12 14,1.625
2015-11-17 03,1.4444444444444444
2015-11-17 16,1.3125
2015-11-20 09,5.75
2015-11-25 06,0.45454545454545453
2015-12-09 16,15.571428571428571
2016-01-04 12,1.64
2016-01-06 20,12.0
2016-01-12 01,0.2
2016-01-12 08,3.619047619047619
2015-12-03 07,1.2
2015-11-03 10,-1.0
2015-11-08 06,0.0
2015-11-09 00,3.12
2015-12-03 20,15.222222222222221
2015-12-07 03,7.739130434782608
2015-12-14 03,1.375
2015-12-31 00,2.7142857142857144
2016-01-03 08,0.5
2015-03-01 12,-1.0
2015-10-30 00,-1.0
2015-11-02 04,-1.0
2015-11-04 01,-1.0
2015-11-06 07,-1.0
2015-11-14 20,2.5
2015-11-17 17,3.3684210526315788
2015-11-21 00,4.869565217391305
2015-11-24 06,1.9230769230769231
2015-11-28 09,15.333333333333334
2015-12-08 12,6.416666666666667
2015-12-12 21,1.75
2015-12-25 21,7.0
2015-12-27 02,1.8333333333333333
2015-10-26 06,-1.0
2015-11-18 23,2.2857142857142856
2015-11-22 23,3.6666666666666665
2015-11-26 18,5.785714285714286
2015-12-06 02,11.857142857142858
2015-12-08 01,10.333333333333334
2015-12-16 18,9.74074074074074
2015-12-17 05,27.57894736842105
2015-12-17 22,1.6
2015-12-18 06,2.111111111111111
2015-12-23 06,2.3333333333333335
2015-12-28 07,4.666666666666667
2016-01-01 01,15.666666666666666
2016-01-01 06,1.0
2015-11-14 19,2.0
2015-12-10 23,38.333333333333336
2015-12-11 06,2.3846153846153846
2015-12-11 16,2.526315789473684
2015-12-14 05,1.1666666666666667
2015-12-31 10,4.0
2015-11-19 22,2.5384615384615383
2015-11-24 23,5.647058823529412
2015-11-26 11,8.6
2015-12-07 18,24.789473684210527
2015-12-13 22,0.6666666666666666
2015-12-19 13,3.125
2016-01-04 01,8.0
2016-01-09 20,5.25
2008-09-20 00,-1.0
2015-10-28 06,-1.0
2015-11-09 08,-0.3333333333333333
2015-11-12 23,0.7777777777777778
2015-11-16 06,0.4117647058823529
2015-11-16 23,2.076923076923077
2015-11-20 06,4.75
2015-11-20 20,12.263157894736842
2015-11-28 05,8.88888888888889
2015-12-17 13,3.4166666666666665
2016-01-05 05,3.4074074074074074
2016-01-07 00,5.076923076923077
2015-11-23 09,1.2
2015-12-03 17,15.32
2015-12-04 01,24.09090909090909
2015-12-04 11,0.5
2015-12-05 10,36.666666666666664
2016-01-07 09,2.0555555555555554
2015-10-26 11,-1.0
2015-11-14 06,2.0
2015-11-15 11,2.3333333333333335
2015-11-19 23,0.7272727272727273
2015-12-02 14,0.8571428571428571
2015-12-06 13,2.9375
2015-12-07 23,1.625
2015-12-09 02,1.0833333333333333
2015-12-13 20,1.125
2015-12-21 10,10.0
2015-12-29 20,4.25
2016-01-02 16,1.5
2016-01-10 00,6.0
2016-01-14 01,15.409090909090908
2015-10-21 10,-1.0
2015-10-25 05,-1.0
2015-11-21 11,7.111111111111111
2015-11-25 19,4.473684210526316
2015-12-01 01,5.111111111111111
2015-12-24 17,1.8333333333333333
2016-01-07 14,7.041666666666667
2016-01-12 17,6.04
2016-01-13 04,6.214285714285714
2015-11-11 04,3.3636363636363638
2015-11-13 11,2.9
2015-11-27 08,2.2142857142857144
2015-12-04 21,9.166666666666666
2015-12-11 20,2.75
2015-12-18 05,1.25
2015-12-26 16,6.7
2015-11-08 22,-0.6666666666666666
2015-11-12 10,9.333333333333334
2015-11-13 21,9.75
2016-01-10 20,12.785714285714286
2015-10-26 10,-1.0
2015-11-07 16,-1.0
2015-11-18 15,2.3636363636363638
2015-11-21 01,2.1
2015-11-25 20,2.4285714285714284
2015-12-05 11,5.0
2015-12-13 05,1.0
2016-01-01 20,27.428571428571427
2016-01-09 10,0.8
2016-01-10 18,1.625
2016-01-14 14,6.24
2015-10-15 09,-1.0
2015-10-23 11,-1.0
2015-11-06 03,-1.0
2015-11-11 15,2.9523809523809526
2015-11-24 16,5.555555555555555
2015-11-25 14,1.5
2015-12-14 20,6.5
2015-12-25 19,3.25
2016-01-01 15,2.0
2015-10-28 14,-1.0
2015-11-02 21,-1.0
2015-11-14 02,0.3333333333333333
2015-11-18 08,1.0
2015-11-23 03,1.125
2015-12-20 12,4.611111111111111
2015-12-31 18,2.125
2016-01-02 20,0.6
2015-11-01 03,-1.0
2015-11-04 12,-1.0
2015-11-05 23,-1.0
2015-11-19 17,6.916666666666667
2015-11-23 22,6.142857142857143
2015-11-26 08,3.4285714285714284
2015-12-06 03,3.2857142857142856
2015-12-10 08,0.25
2015-12-12 01,2.875
2015-12-14 14,2.1621621621621623
2015-12-31 21,7.2
2016-01-09 07,0.0
2015-10-28 17,-1.0
2015-11-10 06,0.2727272727272727
2015-11-10 16,6.2272727272727275
2015-11-15 00,0.05263157894736842
2015-12-02 04,0.3333333333333333
2015-12-07 13,9.689655172413794
2015-12-20 20,2.0
2015-12-22 17,2.2083333333333335
2015-12-23 19,4.166666666666667
2016-01-03 12,10.545454545454545
2016-01-08 06,1.0
2015-11-04 02,-1.0
2015-11-08 05,0.0
2015-11-11 08,2.2222222222222223
2015-11-18 01,0.7368421052631579
2015-11-25 10,0.7647058823529411
2015-11-25 18,3.3448275862068964
2015-12-02 03,6.875
2015-12-03 10,2.2222222222222223
2015-12-10 02,0.1111111111111111
2015-12-11 17,6.1875
2015-12-12 22,1.4
2015-12-16 22,3.3529411764705883
2015-12-27 14,0.2857142857142857
2015-12-31 17,0.875
2016-01-04 18,4.214285714285714
2015-10-21 12,-1.0
2015-11-14 04,2.5
2015-11-17 07,-0.16666666666666666
2015-11-19 19,2.8181818181818183
2015-11-28 19,19.636363636363637
2015-11-29 12,1.6
2015-12-19 14,9.555555555555555
2015-12-21 12,4.0
2015-12-25 04,0.4
2016-01-05 20,2.391304347826087
2016-01-07 20,6.947368421052632
2016-01-08 08,20.818181818181817
2016-01-13 16,5.46875
2015-03-01 14,-1.0
2015-11-02 16,-1.0
2015-11-02 23,-1.0
2015-11-09 10,-0.3333333333333333
2015-11-24 04,6.181818181818182
2015-12-05 22,6.4
2015-12-19 16,1.5
2015-11-03 14,-1.0
2015-11-06 13,-1.0
2015-11-30 17,14.321428571428571
2016-01-03 09,0.6666666666666666
2015-03-01 22,-1.0
2015-11-08 16,0.5
2015-11-21 10,2.769230769230769
2015-12-11 09,12.666666666666666
2015-12-14 04,6.538461538461538
2015-12-16 05,0.5
2015-12-19 04,3.5
2015-12-23 23,4.5
2015-12-25 00,1.2222222222222223
2016-01-12 03,1.0
2015-10-14 00,-1.0
2015-12-03 15,1.565217391304348
2015-12-04 08,0.42857142857142855
2015-12-09 21,10.8
2015-12-22 00,5.346153846153846
2016-01-14 18,6.2592592592592595
2015-03-01 01,-1.0
2015-10-30 02,-1.0
2015-11-16 00,6.395833333333333
2015-11-30 12,3.740740740740741
2015-12-19 05,1.1666666666666667
2015-12-29 09,-0.1111111111111111
2016-01-05 01,14.5
2016-01-08 04,30.45
2016-01-09 14,2.875
2016-01-12 13,5.290322580645161
2015-03-01 15,-1.0
2015-10-29 12,-1.0
2015-11-06 16,-1.0
2015-11-23 07,0.7894736842105263
2015-11-26 13,3.4375
2015-11-30 11,2.608695652173913
2015-12-05 21,1.7777777777777777
2015-12-09 11,1.8
2015-12-17 03,0.4
2015-12-19 01,22.818181818181817
2016-01-03 06,3.625
2016-01-08 12,11.652173913043478
2016-01-08 14,8.5
2016-01-10 17,5.476190476190476
2015-12-11 00,3.2045454545454546
2015-12-24 05,0.0
2015-12-27 03,1.2
2015-12-28 03,0.2
2015-12-28 19,4.470588235294118
2016-01-06 02,9.9375
2016-01-12 10,1.6875
2016-01-14 04,15.933333333333334
2015-10-22 23,-1.0
2015-11-07 01,-1.0
2015-11-15 14,0.5
2015-11-28 01,3.5
2015-11-29 20,5.875
2015-12-29 21,13.9375
2016-01-09 11,2.25
2016-01-11 14,0.6111111111111112
2016-01-13 05,7.804878048780488
2015-11-05 18,-1.0
2015-11-17 09,0.0
2015-11-17 23,1.9166666666666667
2015-11-23 00,4.793103448275862
2015-11-23 05,0.4375
2015-11-30 06,1.3846153846153846
2015-12-11 21,8.23076923076923
2015-12-15 07,1.7692307692307692
2015-12-20 11,18.333333333333332
2015-12-25 11,1.6428571428571428
2016-01-05 17,14.916666666666666
2015-10-09 00,-1.0
2015-10-22 13,-1.0
2015-11-14 21,-0.5
2015-11-17 06,4.75
2015-12-13 19,3.411764705882353
2015-12-18 20,2.5172413793103448
2015-12-20 16,2.2222222222222223
2015-12-24 13,-0.125
2015-12-27 17,1.875
2015-12-28 08,0.1111111111111111
2015-10-29 13,-1.0
2015-11-04 00,-1.0
2015-11-22 04,0.16666666666666666
2015-12-01 00,5.896551724137931
2015-12-12 11,9.333333333333334
2015-12-21 19,25.4
2015-12-27 09,1.5
2015-12-30 01,0.3076923076923077
2015-12-31 20,52.166666666666664
2016-01-11 23,0.7333333333333333
2015-11-29 14,3.875
2015-12-26 19,8.9
2016-01-08 02,5.28
2016-01-10 12,6.333333333333333
2015-11-13 22,5.6
2015-11-16 13,1.85
2015-11-20 07,3.909090909090909
2015-12-03 21,10.55
2015-12-19 00,1.8571428571428572
2016-01-03 21,24.0
2015-12-29 14,1.6875
2015-03-01 06,-1.0
2015-09-10 00,-1.0
2015-11-21 06,3.0
2015-12-01 10,0.1
2015-12-03 11,2.9
2015-12-13 21,5.777777777777778
2016-01-07 06,13.153846153846153
2016-01-13 12,2.526315789473684
2015-10-20 07,-1.0
2015-11-11 22,2.888888888888889
2015-11-14 13,0.3333333333333333
2015-11-17 12,7.375
2015-11-20 03,2.8
2015-11-28 11,0.0
2015-11-28 23,4.285714285714286
2015-12-09 18,8.130434782608695
2015-12-23 18,2.0
2015-12-27 19,1.5
2015-12-29 02,2.0
2016-01-06 03,17.5
2016-01-10 10,0.18181818181818182
2015-11-02 17,-1.0
2015-11-12 02,0.8333333333333334
2015-12-18 17,10.181818181818182
2016-01-02 02,1.75
2015-11-12 06,0.18181818181818182
2015-11-15 06,0.5
2015-11-26 17,1.3636363636363635
2015-11-27 16,2.8666666666666667
2015-12-16 14,17.615384615384617
2016-01-04 04,2.3333333333333335
2016-01-09 06,0.3
2016-01-11 09,0.5625
2015-10-14 11,-1.0
2015-10-28 00,-1.0
2015-10-28 09,-1.0
2015-10-29 00,-1.0
2015-11-14 07,16.0
2015-11-15 15,3.0
2015-11-24 13,3.5
2015-12-10 14,3.727272727272727
2015-12-17 14,20.0
2016-01-02 14,2.4615384615384617
2016-01-12 14,2.8974358974358974
2016-02-28 19,0.3333333333333333
2015-10-12 00,-1.0
2015-10-23 08,-1.0
2015-11-05 15,-1.0
2015-11-08 12,-0.3333333333333333
2015-11-14 00,0.7142857142857143
2015-11-19 13,13.1875
2015-12-13 00,1.2222222222222223
2015-12-22 09,2.7777777777777777
2015-12-26 18,23.0
2015-12-31 08,13.277777777777779
2015-11-01 01,-1.0
2015-11-11 10,0.35294117647058826
2015-11-24 15,5.555555555555555
2015-12-01 13,3.9166666666666665
2015-12-02 11,2.59375
2015-12-02 18,20.27777777777778
2015-12-15 04,1.5384615384615385
2015-12-24 19,2.8
2015-12-25 18,0.14285714285714285
2016-01-05 04,11.272727272727273
2016-01-05 19,3.6
2015-03-01 19,-1.0
2015-11-14 23,0.2
2015-11-28 13,2.0
2015-12-10 07,0.9473684210526315
2015-12-10 15,6.5
2015-12-17 08,2.227272727272727
2015-12-27 06,1.0769230769230769
2016-01-02 09,2.7142857142857144
2015-11-10 03,0.0
2015-11-16 22,0.3076923076923077
2015-11-23 18,2.2
2015-12-08 22,4.142857142857143
2015-12-11 03,18.875
2015-12-17 11,3.6470588235294117
2016-01-05 21,6.04
2016-01-07 01,5.230769230769231
2016-01-07 11,4.25
2016-01-14 08,1.4
2015-10-31 09,-1.0
2015-11-12 08,4.666666666666667
2015-11-15 05,2.6
2015-11-20 19,4.0
2015-11-29 18,6.461538461538462
2015-12-05 06,0.0
2015-12-09 13,3.272727272727273
2015-12-23 04,0.0
2015-12-27 08,0.625
2015-12-31 11,17.0625
2016-01-11 10,1.7
2016-01-13 10,0.42857142857142855
2015-12-29 13,7.9
2015-11-20 13,1.2222222222222223
2015-11-29 19,2.176470588235294
2015-12-12 12,2.6666666666666665
2015-12-19 08,9.375
2015-12-29 05,3.727272727272727
2015-12-30 11,4.65
2015-12-31 22,5.4375
2016-01-01 07,9.666666666666666
2016-01-06 01,1.6666666666666667
2016-01-06 10,2.35
2016-01-11 12,2.9545454545454546
2015-11-11 14,9.875
2015-11-21 03,2.0
2015-12-09 03,2.9
2015-12-09 09,0.18181818181818182
2015-12-26 05,0.6666666666666666
2015-12-31 04,1.0
2016-01-01 03,1.5833333333333333
2016-01-09 13,30.571428571428573
2015-11-02 22,-1.0
2015-11-23 23,1.2105263157894737
2015-12-01 16,2.9047619047619047
2015-12-20 04,4.571428571428571
2016-01-04 21,14.368421052631579
2016-01-07 23,4.285714285714286
2016-01-08 10,13.5
2015-10-28 10,-1.0
2015-11-04 20,-1.0
2015-11-12 17,18.944444444444443
2015-11-24 10,0.7037037037037037
2015-11-24 12,5.173913043478261
2015-12-01 04,0.6363636363636364
2015-12-05 00,3.3
2015-12-11 07,5.583333333333333
2015-12-22 23,3.4166666666666665
2016-01-01 12,1.875
2016-01-06 06,18.928571428571427
2015-10-24 18,-1.0
2015-11-02 00,-1.0
2015-11-03 21,-1.0
2015-11-10 18,2.2857142857142856
2015-11-16 11,4.894736842105263
2015-12-03 05,0.625
2015-12-13 11,1.0
2015-12-15 16,2.55
2015-11-18 22,1.125
2015-12-04 09,1.5714285714285714
2015-12-04 15,3.8181818181818183
2015-12-08 13,2.411764705882353
2015-12-15 19,11.333333333333334
2015-12-16 06,0.5
2015-12-23 05,0.2222222222222222
2015-12-26 11,0.375
2015-12-31 07,9.384615384615385
2016-01-01 09,8.8
2016-01-01 21,2.9285714285714284
2016-01-12 22,8.515151515151516
2015-03-01 10,-1.0
2015-03-01 21,-1.0
2015-11-11 01,1.0769230769230769
2015-11-11 19,1.0
2015-11-15 19,12.6
2015-12-02 07,0.5625
2015-12-31 13,3.95
2016-01-08 00,10.183673469387756
2016-01-13 22,1.64
2015-03-01 05,-1.0
2015-11-13 20,2.6666666666666665
2015-11-14 18,1.75
2015-11-16 18,2.0555555555555554
2015-11-28 15,10.625
2015-11-29 08,0.5
2015-12-10 13,2.3529411764705883
2015-11-21 09,1.7142857142857142
2015-11-23 17,8.89655172413793
2015-11-27 10,2.9285714285714284
2015-11-27 13,2.6
2015-12-02 01,3.619047619047619
2015-12-09 14,3.5454545454545454
2015-12-15 14,10.346153846153847
2015-12-26 22,7.2
2015-11-05 04,-1.0
2015-11-09 04,0.6666666666666666
2015-11-16 04,2.0
2015-11-26 09,1.2
2015-11-26 16,1.5
2015-11-29 05,0.25
2015-12-24 06,0.15384615384615385
2015-12-24 07,2.0
2016-01-10 04,2.7
2016-01-11 13,5.894736842105263
2016-01-11 18,4.916666666666667
2015-11-06 11,-1.0
2015-11-08 08,0.0
2015-11-20 05,5.6
2015-12-02 15,4.809523809523809
2015-12-07 07,2.642857142857143
2015-12-13 10,3.3333333333333335
2015-12-15 21,2.8461538461538463
2016-01-01 00,2.5
2016-01-02 15,38.666666666666664
2016-01-12 00,1.7777777777777777
2015-11-05 10,-1.0
2015-11-16 01,1.0769230769230769
2015-11-28 14,10.76923076923077
2015-11-29 04,2.0
2015-12-11 14,3.230769230769231
2015-12-13 07,5.25
2016-01-01 18,5.111111111111111
2016-01-08 01,7.411764705882353
2016-01-12 21,1.7297297297297298
2015-10-20 00,-1.0
2015-10-28 11,-1.0
2015-11-13 00,-0.18181818181818182
2015-11-17 13,0.6
2015-11-20 08,0.7096774193548387
2015-11-20 17,6.333333333333333
2015-11-26 07,1.2
2015-12-17 07,2.25
2015-12-21 09,0.16
2015-12-25 12,0.6666666666666666
2015-12-31 16,2.7058823529411766
2016-01-07 13,6.05
2016-01-11 17,3.3461538461538463
2015-03-01 04,-1.0
2015-11-08 20,0.0
2015-11-11 23,0.8181818181818182
2015-12-01 02,2.0526315789473686
2015-12-04 07,1.5555555555555556
2015-12-12 17,6.75
2015-12-23 17,2.2777777777777777
2016-01-10 03,2.857142857142857
2015-11-08 18,0.0
2015-11-20 18,3.923076923076923
2015-12-02 19,7.12
2015-12-02 23,14.05
2015-12-10 04,0.8333333333333334
2015-12-24 10,-0.09090909090909091
2015-12-28 09,0.2777777777777778
2016-01-02 04,4.75
2016-01-06 09,27.933333333333334
