hour,avg_Facebook
2015-11-25 22,316.2
2015-12-03 12,46.46666666666667
2015-12-06 08,10.666666666666666
2015-12-11 04,270.0833333333333
2015-12-13 04,8.75
2015-12-13 12,484.2
2015-12-26 02,37.5
2015-12-29 01,43.69230769230769
2016-01-08 19,68.08333333333333
2015-11-22 17,230.58333333333334
2015-11-30 15,416.7916666666667
2015-12-15 01,19.75
2015-12-15 22,274.7142857142857
2015-12-20 18,8.5
2015-12-21 17,99.8
2015-12-24 14,176.88888888888889
2015-12-24 22,102.4
2015-12-25 02,30.0
2015-10-13 22,-1.0
2015-11-15 10,138.4
2015-12-27 23,4.4
2015-10-29 17,-1.0
2015-11-02 20,-1.0
2015-11-16 10,10.181818181818182
2015-11-19 21,118.53846153846153
2015-11-20 12,24.714285714285715
2015-11-23 06,23.428571428571427
2016-01-12 05,7.3125
2015-11-18 09,5.666666666666667
2015-12-07 04,293.0416666666667
2015-12-09 12,108.03703703703704
2015-12-13 06,12.2
2015-12-20 06,317.5
2015-03-01 17,-1.0
2015-10-29 05,-1.0
2015-11-29 06,10.9375
2015-11-30 18,113.11538461538461
2015-12-02 13,31.555555555555557
2015-12-16 08,27.454545454545453
2015-12-19 21,84.0
2015-12-23 15,12.107142857142858
2016-01-03 02,650.5
2016-01-04 16,64.74193548387096
2015-11-08 00,-1.0
2015-11-09 13,19.875
2015-11-11 06,5.714285714285714
2015-11-12 21,45.666666666666664
2015-12-14 11,32.34615384615385
2015-12-15 00,261.4516129032258
2015-12-25 03,0.3333333333333333
2015-12-31 14,9.0
2016-01-03 04,74.0
2016-01-03 07,19.0
2016-01-05 03,138.73333333333332
2015-11-07 05,-1.0
2015-11-30 08,21.0
2015-12-12 04,8.0
2015-12-12 07,10.0
2015-10-22 09,-1.0
2015-11-04 04,-1.0
2015-11-10 04,41.69230769230769
2015-11-10 14,7.909090909090909
2015-11-22 11,384.4166666666667
2015-12-01 18,89.15384615384616
2015-12-03 04,66.11111111111111
2015-12-03 14,27.210526315789473
2015-12-30 21,127.4375
2016-01-06 15,285.9318181818182
2016-01-10 14,189.4
2015-09-29 00,-1.0
2015-10-31 21,-1.0
2015-11-10 02,15.181818181818182
2015-11-12 13,17.444444444444443
2015-11-17 02,75.54545454545455
2015-11-26 19,142.9090909090909
2015-12-13 03,14.0
2015-12-20 07,31.857142857142858
2015-12-22 14,590.3181818181819
2015-12-22 19,215.85
2016-01-05 13,337.27272727272725
2016-01-07 21,162.30434782608697
2015-11-07 11,-1.0
2015-11-27 21,5.625
2015-12-24 01,33.666666666666664
2015-12-25 01,10.333333333333334
2015-12-31 02,598.6875
2016-01-04 05,31.833333333333332
2016-01-05 15,212.75
2016-03-01 09,113.33333333333333
2015-11-07 20,-1.0
2015-11-09 21,18.3
2015-11-24 05,53.523809523809526
2015-11-24 18,161.38709677419354
2015-11-25 01,72.14285714285714
2015-11-29 22,45.9
2015-12-03 06,396.57142857142856
2015-12-08 11,53.333333333333336
2015-12-11 22,229.375
2015-12-14 08,46.5
2016-01-12 20,39.34285714285714
2015-11-04 08,-1.0
2015-11-09 02,23.0
2015-12-01 15,362.29411764705884
2015-12-18 08,11.6875
2015-12-30 08,596.5555555555555
2016-01-08 16,310.4166666666667
2015-10-16 10,-1.0
2015-11-03 07,-1.0
2015-11-27 00,256.4347826086956
2015-12-01 11,114.81818181818181
2015-12-21 00,23.571428571428573
2015-10-27 02,-1.0
2015-11-28 04,0.5
2015-11-30 13,88.07692307692308
2015-11-30 23,1129.4
2015-12-05 14,511.875
2015-12-05 19,64.875
2015-12-08 15,199.6086956521739
2015-12-18 10,80.33333333333333
2016-01-12 07,86.08695652173913
2016-01-13 03,284.7307692307692
2015-11-18 05,160.27272727272728
2015-11-19 09,11.583333333333334
2015-11-19 11,95.0
2015-11-21 05,410.625
2015-11-25 17,54.59090909090909
2015-12-03 23,165.5
2015-12-05 18,253.33333333333334
2015-12-10 18,774.12
2015-12-16 03,82.22222222222223
2015-12-18 23,73.6470588235294
2015-12-20 02,126.0909090909091
2015-11-15 12,17.25
2015-11-16 02,46.25
2015-11-21 15,321.3333333333333
2015-11-29 07,31.75
2015-12-15 15,205.8695652173913
2015-12-20 13,217.2
2015-10-20 18,-1.0
2015-11-04 09,-1.0
2015-11-15 13,7.461538461538462
2015-11-27 03,5.818181818181818
2015-12-18 01,90.94117647058823
2015-12-28 15,372.0
2016-01-10 02,64.0
2015-10-21 02,-1.0
2015-10-23 09,-1.0
2015-10-28 21,-1.0
2015-11-13 13,240.0909090909091
2015-11-13 18,16.666666666666668
2015-12-10 11,57.87096774193548
2015-12-15 20,222.8
2015-12-18 21,164.95652173913044
2015-12-22 10,280.05882352941177
2015-12-27 10,86.0
2015-12-27 21,11.615384615384615
2015-12-29 00,55.36363636363637
2015-12-29 10,53.0
2016-01-05 11,103.64285714285714
2016-01-07 12,281.2105263157895
2016-01-12 16,222.14285714285714
2015-10-27 03,-1.0
2015-11-08 13,14.0
2015-11-29 00,39.0
2015-11-29 10,1.0
2015-12-05 02,26.666666666666668
2015-12-16 11,55.833333333333336
2016-01-06 17,38.0
2016-01-09 03,40.625
2016-01-14 03,135.71428571428572
2015-03-01 23,-1.0
2015-11-12 00,-0.13636363636363635
2015-12-14 15,62.0
2015-12-15 10,113.77777777777777
2015-12-21 16,81.24
2016-01-14 13,50.714285714285715
2015-10-28 08,-1.0
2015-11-06 21,-1.0
2015-11-09 20,3.0
2015-11-16 14,39.111111111111114
2015-11-24 22,749.65
2015-11-27 17,108.41666666666667
2015-12-01 14,171.9090909090909
2015-12-05 05,222.0
2015-12-09 04,63.916666666666664
2015-12-14 06,3.142857142857143
2015-12-15 08,22.27777777777778
2015-12-19 02,190.14285714285714
2015-11-20 16,573.5
2015-11-23 15,684.7777777777778
2015-11-26 05,23.76923076923077
2015-11-26 21,2559.75
2016-01-05 07,19.333333333333332
2016-01-08 05,37.3
2016-01-11 19,120.5
2015-10-22 11,-1.0
2015-10-27 13,-1.0
2015-11-11 17,24.285714285714285
2015-11-22 00,106.63636363636364
2015-11-25 08,37.0
2015-11-25 15,56.64
2015-12-12 20,393.9
2016-01-04 07,106.69565217391305
2016-01-05 10,45.22727272727273
2016-01-07 07,61.8
2015-11-06 01,-1.0
2015-11-19 10,70.66666666666667
2015-11-22 10,129.125
2015-11-24 17,178.73684210526315
2015-12-01 22,278.96666666666664
2015-12-04 20,137.76923076923077
2015-12-27 15,80.33333333333333
2015-12-28 01,23.0
2015-10-13 00,-1.0
2015-11-12 11,49.642857142857146
2015-12-02 16,53.592592592592595
2015-12-07 06,16.9375
2015-12-07 20,277.42857142857144
2015-12-15 05,160.07142857142858
2015-12-21 13,144.31578947368422
2015-12-23 10,369.0
2015-12-30 15,589.9545454545455
2015-12-30 18,258.5652173913044
2016-01-02 11,36.0
2016-01-04 03,45.90909090909091
2015-10-16 00,-1.0
2015-11-24 21,699.8636363636364
2015-12-02 09,32.9
2015-12-14 18,100.60714285714286
2016-01-08 18,150.5
2015-11-01 12,-1.0
2015-11-23 02,14.76923076923077
2015-11-27 20,884.5
2015-12-08 09,22.4375
2015-12-09 23,194.42857142857142
2015-12-23 14,45.30769230769231
2015-12-30 17,106.0952380952381
2016-01-02 08,169.53846153846155
2016-01-03 10,4.25
2015-11-12 09,113.375
2015-11-22 16,139.8421052631579
2015-11-23 10,125.21739130434783
2015-12-05 12,49.69230769230769
2015-12-13 01,63.625
2015-12-20 08,79.57142857142857
2015-12-26 20,7.333333333333333
2015-12-29 06,19.0
2016-01-04 17,66.5
2016-01-09 09,0.8888888888888888
2016-01-13 14,64.96296296296296
2015-10-26 03,-1.0
2015-11-23 16,45.111111111111114
2015-12-04 17,148.58823529411765
2015-12-14 00,553.2105263157895
2015-12-20 23,112.44444444444444
2016-01-01 22,407.94117647058823
2015-11-03 00,-1.0
2015-11-03 03,-1.0
2015-11-09 16,6.384615384615385
2015-11-19 07,108.88888888888889
2015-11-27 18,882.2307692307693
2015-12-06 20,156.58823529411765
2015-12-08 17,18.4375
2015-12-13 02,51.6
2015-12-17 02,22.5
2015-12-19 07,589.7142857142857
2015-12-20 00,158.35294117647058
2015-11-25 21,170.0
2015-12-07 10,56.391304347826086
2015-12-13 08,11.75
2015-12-15 13,355.06666666666666
2015-12-17 23,52.10526315789474
2016-01-09 04,419.4
2016-01-10 07,575.5714285714286
2015-11-05 00,-1.0
2015-11-19 06,16.714285714285715
2015-12-08 07,21.833333333333332
2015-12-26 21,63.857142857142854
2015-12-27 05,44.44444444444444
2016-01-01 19,333.0
2016-01-02 10,30.555555555555557
2016-01-14 12,69.95238095238095
2015-10-23 07,-1.0
2015-11-18 03,41.833333333333336
2015-11-18 07,48.142857142857146
2015-11-18 18,27.857142857142858
2015-11-28 16,559.0833333333334
2015-12-09 22,23.666666666666668
2015-12-16 13,23.482758620689655
2015-12-21 07,70.75
2015-12-28 04,3.0
2015-12-29 08,112.1
2016-01-08 03,1034.0
2015-11-06 19,-1.0
2015-11-15 23,50.666666666666664
2015-11-18 16,44.125
2015-12-16 15,94.0
2015-12-17 20,48.65
2015-12-30 13,22.761904761904763
2016-01-06 00,94.9298245614035
2016-01-06 14,284.3636363636364
2016-01-07 10,215.0
2016-01-10 11,42.0
2016-01-11 22,74.26923076923077
2015-10-22 00,-1.0
2015-10-29 10,-1.0
2015-11-10 20,15.933333333333334
2015-11-10 22,25.272727272727273
2015-11-12 07,22.4
2015-11-28 02,258.9
2015-12-02 21,145.26315789473685
2015-12-19 09,45.833333333333336
2015-12-31 01,18.2
2016-01-06 05,119.25
2016-01-06 11,99.88235294117646
2016-01-10 06,36.27272727272727
2015-10-20 03,-1.0
2015-11-27 01,32.666666666666664
2015-12-12 16,199.0
2015-12-23 07,21.214285714285715
2015-12-25 05,0.6
2015-12-25 08,654.75
2015-12-27 01,12.333333333333334
2015-12-28 21,65.3125
2016-01-09 17,84.3076923076923
2016-01-13 19,197.5
2015-10-22 14,-1.0
2015-11-13 06,11.727272727272727
2015-11-18 02,36.63636363636363
2015-12-15 12,29.571428571428573
2015-12-19 19,125.78571428571429
2015-12-23 13,38.81818181818182
2015-12-27 16,171.55555555555554
2016-01-13 17,245.46666666666667
2016-01-14 15,75.75
2015-11-06 15,-1.0
2015-11-10 13,26.176470588235293
2015-12-07 14,124.6875
2015-12-12 10,50.625
2015-12-30 19,76.1
2015-10-29 08,-1.0
2015-11-21 16,61.666666666666664
2015-11-22 05,65.16666666666667
2015-11-25 23,1146.7857142857142
2015-12-16 09,31.63157894736842
2016-01-06 22,230.38095238095238
2016-01-08 17,353.7142857142857
2015-03-01 08,-1.0
2015-11-10 05,29.6
2015-11-10 17,36.526315789473685
2015-11-12 14,23.083333333333332
2015-11-17 03,32.55555555555556
2015-11-17 16,14.5625
2015-11-20 09,155.45
2015-11-25 06,10.0
2015-12-09 16,281.32142857142856
2016-01-04 12,51.64
2016-01-06 20,622.2105263157895
2016-01-12 01,78.1
2016-01-12 08,158.28571428571428
2015-12-03 07,59.86666666666667
2015-11-03 10,-1.0
2015-11-08 06,0.0
2015-11-09 00,45.7
2015-12-03 20,681.7777777777778
2015-12-07 03,299.39130434782606
2015-12-14 03,68.5
2015-12-31 00,228.25714285714287
2016-01-03 08,27.5
2015-03-01 12,-1.0
2015-10-30 00,-1.0
2015-11-02 04,-1.0
2015-11-04 01,-1.0
2015-11-06 07,-1.0
2015-11-14 20,9.0
2015-11-17 17,18.789473684210527
2015-11-21 00,53.26086956521739
2015-11-24 06,335.61538461538464
2015-11-28 09,811.8333333333334
2015-12-08 12,77.5
2015-12-12 21,68.375
2015-12-25 21,29.818181818181817
2015-12-27 02,25.833333333333332
2015-10-26 06,-1.0
2015-11-18 23,30.785714285714285
2015-11-22 23,189.33333333333334
2015-11-26 18,231.92857142857142
2015-12-06 02,228.28571428571428
2015-12-08 01,296.6666666666667
2015-12-16 18,168.37037037037038
2015-12-17 05,1261.1052631578948
2015-12-17 22,134.53333333333333
2015-12-18 06,23.666666666666668
2015-12-23 06,37.733333333333334
2015-12-28 07,401.3333333333333
2016-01-01 01,280.3333333333333
2016-01-01 06,64.0
2015-11-14 19,6.5
2015-12-10 23,585.9444444444445
2015-12-11 06,68.53846153846153
2015-12-11 16,26.42105263157895
2015-12-14 05,27.88888888888889
2015-12-31 10,4.9375
2015-11-19 22,80.07692307692308
2015-11-24 23,109.94117647058823
2015-11-26 11,84.04
2015-12-07 18,500.4736842105263
2015-12-13 22,28.266666666666666
2015-12-19 13,274.0
2016-01-04 01,129.23076923076923
2016-01-09 20,21.75
2008-09-20 00,-1.0
2015-10-28 06,-1.0
2015-11-09 08,4.0
2015-11-12 23,9.166666666666666
2015-11-16 06,13.352941176470589
2015-11-16 23,10.538461538461538
2015-11-20 06,15.9
2015-11-20 20,396.6842105263158
2015-11-28 05,52.22222222222222
2015-12-17 13,53.708333333333336
2016-01-05 05,20.22222222222222
2016-01-07 00,170.53846153846155
2015-11-23 09,12.05
2015-12-03 17,280.2
2015-12-04 01,787.2727272727273
2015-12-04 11,48.388888888888886
2015-12-05 10,35.22222222222222
2016-01-07 09,248.0
2015-10-26 11,-1.0
2015-11-14 06,2.0
2015-11-15 11,65.16666666666667
2015-11-19 23,82.27272727272727
2015-12-02 14,77.85714285714286
2015-12-06 13,174.375
2015-12-07 23,113.0625
2015-12-09 02,53.166666666666664
2015-12-13 20,16.75
2015-12-21 10,327.16129032258067
2015-12-29 20,173.6
2016-01-02 16,33.666666666666664
2016-01-10 00,256.0
2016-01-14 01,14.772727272727273
2015-10-21 10,-1.0
2015-10-25 05,-1.0
2015-11-21 11,124.77777777777777
2015-11-25 19,305.2105263157895
2015-12-01 01,283.3333333333333
2015-12-24 17,73.41666666666667
2016-01-07 14,89.625
2016-01-12 17,103.76
2016-01-13 04,245.32142857142858
2015-11-11 04,11.272727272727273
2015-11-13 11,16.5
2015-11-27 08,19.428571428571427
2015-12-04 21,133.58333333333334
2015-12-11 20,396.6666666666667
2015-12-18 05,34.4
2015-12-26 16,94.8
2015-11-08 22,-0.6666666666666666
2015-11-12 10,43.55555555555556
2015-11-13 21,122.875
2016-01-10 20,307.2142857142857
2015-10-26 10,-1.0
2015-11-07 16,-1.0
2015-11-18 15,16.545454545454547
2015-11-21 01,171.1
2015-11-25 20,56.642857142857146
2015-12-05 11,120.58333333333333
2015-12-13 05,16.166666666666668
2016-01-01 20,840.7142857142857
2016-01-09 10,8.6
2016-01-10 18,23.75
2016-01-14 14,46.72
2015-10-15 09,-1.0
2015-10-23 11,-1.0
2015-11-06 03,-1.0
2015-11-11 15,72.85714285714286
2015-11-24 16,148.91666666666666
2015-11-25 14,79.0909090909091
2015-12-14 20,410.2857142857143
2015-12-25 19,48.25
2016-01-01 15,5.875
2015-10-28 14,-1.0
2015-11-02 21,-1.0
2015-11-14 02,9.666666666666666
2015-11-18 08,19.0
2015-11-23 03,27.375
2015-12-20 12,37.833333333333336
2015-12-31 18,69.5
2016-01-02 20,27.0
2015-11-01 03,-1.0
2015-11-04 12,-1.0
2015-11-05 23,-1.0
2015-11-19 17,233.25
2015-11-23 22,112.76190476190476
2015-11-26 08,105.92857142857143
2015-12-06 03,139.28571428571428
2015-12-10 08,14.166666666666666
2015-12-12 01,24.0
2015-12-14 14,46.054054054054056
2015-12-31 21,358.6
2016-01-09 07,9.6
2015-10-28 17,-1.0
2015-11-10 06,2.727272727272727
2015-11-10 16,33.77272727272727
2015-11-15 00,5.2631578947368425
2015-12-02 04,21.22222222222222
2015-12-07 13,292.55172413793105
2015-12-20 20,60.421052631578945
2015-12-22 17,38.125
2015-12-23 19,118.25
2016-01-03 12,279.27272727272725
2016-01-08 06,46.1578947368421
2015-11-04 02,-1.0
2015-11-08 05,0.0
2015-11-11 08,6.722222222222222
2015-11-18 01,4.052631578947368
2015-11-25 10,53.64705882352941
2015-11-25 18,133.89655172413794
2015-12-02 03,114.375
2015-12-03 10,13.944444444444445
2015-12-10 02,8.222222222222221
2015-12-11 17,359.75
2015-12-12 22,127.9
2015-12-16 22,78.23529411764706
2015-12-27 14,112.57142857142857
2015-12-31 17,71.875
2016-01-04 18,365.67857142857144
2015-10-21 12,-1.0
2015-11-14 04,21.5
2015-11-17 07,25.0
2015-11-19 19,162.63636363636363
2015-11-28 19,744.6363636363636
2015-11-29 12,359.0
2015-12-19 14,109.33333333333333
2015-12-21 12,73.81818181818181
2015-12-25 04,20.0
2016-01-05 20,212.17391304347825
2016-01-07 20,187.1578947368421
2016-01-08 08,552.7272727272727
2016-01-13 16,126.21875
2015-03-01 14,-1.0
2015-11-02 16,-1.0
2015-11-02 23,-1.0
2015-11-09 10,3.0
2015-11-24 04,193.36363636363637
2015-12-05 22,113.3
2015-12-19 16,270.625
2015-11-03 14,-1.0
2015-11-06 13,-1.0
2015-11-30 17,841.0357142857143
2016-01-03 09,341.5833333333333
2015-03-01 22,-1.0
2015-11-08 16,5.5
2015-11-21 10,50.53846153846154
2015-12-11 09,241.4
2015-12-14 04,62.38461538461539
2015-12-16 05,38.75
2015-12-19 04,333.5
2015-12-23 23,162.875
2015-12-25 00,60.55555555555556
2016-01-12 03,39.388888888888886
2015-10-14 00,-1.0
2015-12-03 15,29.434782608695652
2015-12-04 08,6.428571428571429
2015-12-09 21,224.56
2015-12-22 00,92.76923076923077
2016-01-14 18,162.5185185185185
2015-03-01 01,-1.0
2015-10-30 02,-1.0
2015-11-16 00,15.541666666666666
2015-11-30 12,35.48148148148148
2015-12-19 05,30.083333333333332
2015-12-29 09,3.0
2016-01-05 01,467.1111111111111
2016-01-08 04,436.55
2016-01-09 14,30.125
2016-01-12 13,28.774193548387096
2015-03-01 15,-1.0
2015-10-29 12,-1.0
2015-11-06 16,-1.0
2015-11-23 07,15.368421052631579
2015-11-26 13,140.5
2015-11-30 11,45.26086956521739
2015-12-05 21,42.333333333333336
2015-12-09 11,51.8
2015-12-17 03,220.73333333333332
2015-12-19 01,440.90909090909093
2016-01-03 06,83.375
2016-01-08 12,25.0
2016-01-08 14,355.5
2016-01-10 17,197.76190476190476
2015-12-11 00,120.72727272727273
2015-12-24 05,8.4
2015-12-27 03,145.2
2015-12-28 03,13.7
2015-12-28 19,491.5882352941176
2016-01-06 02,434.5625
2016-01-12 10,176.1875
2016-01-14 04,51.333333333333336
2015-10-22 23,-1.0
2015-11-07 01,-1.0
2015-11-15 14,23.5
2015-11-28 01,334.5
2015-11-29 20,279.0
2015-12-29 21,143.625
2016-01-09 11,58.0
2016-01-11 14,20.944444444444443
2016-01-13 05,1102.2926829268292
2015-11-05 18,-1.0
2015-11-17 09,3.4285714285714284
2015-11-17 23,16.583333333333332
2015-11-23 00,173.13793103448276
2015-11-23 05,12.0625
2015-11-30 06,15.115384615384615
2015-12-11 21,849.6153846153846
2015-12-15 07,64.92307692307692
2015-12-20 11,203.33333333333334
2015-12-25 11,46.07142857142857
2016-01-05 17,918.0416666666666
2015-10-09 00,-1.0
2015-10-22 13,-1.0
2015-11-14 21,5.5
2015-11-17 06,30.583333333333332
2015-12-13 19,52.529411764705884
2015-12-18 20,114.6896551724138
2015-12-20 16,73.66666666666667
2015-12-24 13,17.125
2015-12-27 17,23.25
2015-12-28 08,5.222222222222222
2015-10-29 13,-1.0
2015-11-04 00,-1.0
2015-11-22 04,13.666666666666666
2015-12-01 00,379.2413793103448
2015-12-12 11,227.66666666666666
2015-12-21 19,615.24
2015-12-27 09,149.8
2015-12-30 01,3.5384615384615383
2015-12-31 20,238.0
2016-01-11 23,25.2
2015-11-29 14,117.75
2015-12-26 19,147.3
2016-01-08 02,449.32
2016-01-10 12,53.44444444444444
2015-11-13 22,17.0
2015-11-16 13,31.75
2015-11-20 07,151.36363636363637
2015-12-03 21,1132.9
2015-12-19 00,34.523809523809526
2016-01-03 21,87.63636363636364
2015-12-29 14,248.875
2015-03-01 06,-1.0
2015-09-10 00,-1.0
2015-11-21 06,136.0
2015-12-01 10,26.633333333333333
2015-12-03 11,96.2
2015-12-13 21,89.22222222222223
2016-01-07 06,164.07692307692307
2016-01-13 12,67.05263157894737
2015-10-20 07,-1.0
2015-11-11 22,21.444444444444443
2015-11-14 13,1.3333333333333333
2015-11-17 12,26.0
2015-11-20 03,56.733333333333334
2015-11-28 11,15.0
2015-11-28 23,65.28571428571429
2015-12-09 18,230.43478260869566
2015-12-23 18,122.375
2015-12-27 19,62.5
2015-12-29 02,22.333333333333332
2016-01-06 03,196.5
2016-01-10 10,26.09090909090909
2015-11-02 17,-1.0
2015-11-12 02,13.833333333333334
2015-12-18 17,395.90909090909093
2016-01-02 02,29.5
2015-11-12 06,10.909090909090908
2015-11-15 06,14.833333333333334
2015-11-26 17,64.0
2015-11-27 16,128.33333333333334
2015-12-16 14,156.23076923076923
2016-01-04 04,5.5
2016-01-09 06,14.4
2016-01-11 09,41.6875
2015-10-14 11,-1.0
2015-10-28 00,-1.0
2015-10-28 09,-1.0
2015-10-29 00,-1.0
2015-11-14 07,3.5
2015-11-15 15,105.86666666666666
2015-11-24 13,46.26470588235294
2015-12-10 14,473.1818181818182
2015-12-17 14,54.294117647058826
2016-01-02 14,171.92307692307693
2016-01-12 14,92.64102564102564
2016-02-28 19,12.4
2015-10-12 00,-1.0
2015-10-23 08,-1.0
2015-11-05 15,-1.0
2015-11-08 12,2.3333333333333335
2015-11-14 00,1.2857142857142858
2015-11-19 13,506.5
2015-12-13 00,133.88888888888889
2015-12-22 09,19.0
2015-12-26 18,103.33333333333333
2015-12-31 08,56.333333333333336
2015-11-01 01,-1.0
2015-11-11 10,3.8823529411764706
2015-11-24 15,60.75
2015-12-01 13,192.02777777777777
2015-12-02 11,69.59375
2015-12-02 18,829.2222222222222
2015-12-15 04,28.846153846153847
2015-12-24 19,97.33333333333333
2015-12-25 18,10.0
2016-01-05 04,191.0
2016-01-05 19,412.0
2015-03-01 19,-1.0
2015-11-14 23,0.6
2015-11-28 13,14.875
2015-12-10 07,105.21052631578948
2015-12-10 15,179.1
2015-12-17 08,56.09090909090909
2015-12-27 06,14.538461538461538
2016-01-02 09,88.42857142857143
2015-11-10 03,2.7142857142857144
2015-11-16 22,11.307692307692308
2015-11-23 18,284.08
2015-12-08 22,74.57142857142857
2015-12-11 03,431.625
2015-12-17 11,194.35294117647058
2016-01-05 21,437.32
2016-01-07 01,201.69230769230768
2016-01-07 11,96.3125
2016-01-14 08,19.2
2015-10-31 09,-1.0
2015-11-12 08,68.0
2015-11-15 05,95.0
2015-11-20 19,1819.0625
2015-11-29 18,40.46153846153846
2015-12-05 06,1.75
2015-12-09 13,46.54545454545455
2015-12-23 04,17.0
2015-12-27 08,8.125
2015-12-31 11,302.375
2016-01-11 10,92.4
2016-01-13 10,30.714285714285715
2015-12-29 13,236.9
2015-11-20 13,24.27777777777778
2015-11-29 19,115.05882352941177
2015-12-12 12,6.666666666666667
2015-12-19 08,91.75
2015-12-29 05,95.0
2015-12-30 11,61.1
2015-12-31 22,49.375
2016-01-01 07,143.0
2016-01-06 01,141.16666666666666
2016-01-06 10,113.8
2016-01-11 12,164.5909090909091
2015-11-11 14,124.29166666666667
2015-11-21 03,111.2
2015-12-09 03,12.0
2015-12-09 09,88.0
2015-12-26 05,1.1666666666666667
2015-12-31 04,20.0
2016-01-01 03,107.58333333333333
2016-01-09 13,837.2857142857143
2015-11-02 22,-1.0
2015-11-23 23,158.26315789473685
2015-12-01 16,69.97619047619048
2015-12-20 04,203.57142857142858
2016-01-04 21,318.42105263157896
2016-01-07 23,100.14285714285714
2016-01-08 10,151.625
2015-10-28 10,-1.0
2015-11-04 20,-1.0
2015-11-12 17,211.33333333333334
2015-11-24 10,54.407407407407405
2015-11-24 12,73.78260869565217
2015-12-01 04,7.545454545454546
2015-12-05 00,250.83333333333334
2015-12-11 07,68.5
2015-12-22 23,190.25
2016-01-01 12,201.25
2016-01-06 06,121.28571428571429
2015-10-24 18,-1.0
2015-11-02 00,-1.0
2015-11-03 21,-1.0
2015-11-10 18,14.142857142857142
2015-11-16 11,69.57894736842105
2015-12-03 05,7.625
2015-12-13 11,99.77777777777777
2015-12-15 16,15.7
2015-11-18 22,7.625
2015-12-04 09,9.714285714285714
2015-12-04 15,71.72727272727273
2015-12-08 13,78.41176470588235
2015-12-15 19,16.6
2015-12-16 06,221.1
2015-12-23 05,5.166666666666667
2015-12-26 11,32.125
2015-12-31 07,228.6153846153846
2016-01-01 09,300.4
2016-01-01 21,280.7142857142857
2016-01-12 22,39.333333333333336
2015-03-01 10,-1.0
2015-03-01 21,-1.0
2015-11-11 01,7.153846153846154
2015-11-11 19,7.0
2015-11-15 19,65.0
2015-12-02 07,13.0625
2015-12-31 13,135.0
2016-01-08 00,333.734693877551
2016-01-13 22,36.48
2015-03-01 05,-1.0
2015-11-13 20,14.222222222222221
2015-11-14 18,7.75
2015-11-16 18,21.11111111111111
2015-11-28 15,440.0
2015-11-29 08,8.166666666666666
2015-12-10 13,43.529411764705884
2015-11-21 09,113.28571428571429
2015-11-23 17,329.3103448275862
2015-11-27 10,44.5
2015-11-27 13,341.1333333333333
2015-12-02 01,157.14285714285714
2015-12-09 14,361.1515151515151
2015-12-15 14,30.192307692307693
2015-12-26 22,53.4
2015-11-05 04,-1.0
2015-11-09 04,0.6666666666666666
2015-11-16 04,5.75
2015-11-26 09,21.4
2015-11-26 16,28.0
2015-11-29 05,1.0
2015-12-24 06,13.461538461538462
2015-12-24 07,64.625
2016-01-10 04,544.2
2016-01-11 13,61.31578947368421
2016-01-11 18,73.79166666666667
2015-11-06 11,-1.0
2015-11-08 08,1.0
2015-11-20 05,68.6
2015-12-02 15,157.38095238095238
2015-12-07 07,155.35714285714286
2015-12-13 10,68.0
2015-12-15 21,139.84615384615384
2016-01-01 00,23.791666666666668
2016-01-02 15,1909.8333333333333
2016-01-12 00,82.61111111111111
2015-11-05 10,-1.0
2015-11-16 01,45.30769230769231
2015-11-28 14,145.92307692307693
2015-11-29 04,126.2
2015-12-11 14,104.61538461538461
2015-12-13 07,83.33333333333333
2016-01-01 18,45.111111111111114
2016-01-08 01,368.3529411764706
2016-01-12 21,854.1351351351351
2015-10-20 00,-1.0
2015-10-28 11,-1.0
2015-11-13 00,2.0454545454545454
2015-11-17 13,14.7
2015-11-20 08,48.96774193548387
2015-11-20 17,215.55555555555554
2015-11-26 07,18.3
2015-12-17 07,67.75
2015-12-21 09,5.84
2015-12-25 12,2.3333333333333335
2015-12-31 16,121.05882352941177
2016-01-07 13,157.45
2016-01-11 17,86.1923076923077
2015-03-01 04,-1.0
2015-11-08 20,61.0
2015-11-11 23,4.454545454545454
2015-12-01 02,41.68421052631579
2015-12-04 07,12.666666666666666
2015-12-12 17,120.125
2015-12-23 17,18.61111111111111
2016-01-10 03,58.0
2015-11-08 18,89.0
2015-11-20 18,27.384615384615383
2015-12-02 19,424.96
2015-12-02 23,217.4
2015-12-10 04,122.41666666666667
2015-12-24 10,5.363636363636363
2015-12-28 09,15.0
2016-01-02 04,37.0
2016-01-06 09,265.4
2016-01-06 21,44.411764705882355
2015-11-04 07,-1.0
2015-11-24 19,72.03030303030303
2015-12-03 02,126.11111111111111
2015-12-04 18,193.5909090909091
2015-12-21 15,113.94736842105263
2016-01-04 14,162.525
2016-01-10 21,39.705882352941174
2015-11-20 15,128.75
2015-11-21 04,15.8
2015-11-21 19,42.0
2015-11-26 00,318.74074074074076
2015-12-02 02,13.545454545454545
2015-12-03 13,23.0
2015-12-08 04,62.84615384615385
2015-12-17 06,186.85
2016-01-10 19,26.68421052631579
2015-11-20 21,226.8181818181818
2015-12-06 18,75.25
2015-12-25 17,8.333333333333334
2016-01-01 16,585.7777777777778
2016-01-03 05,380.90909090909093
2016-01-04 13,133.78125
2015-11-10 01,170.5
2015-11-18 14,7.75
2015-11-30 16,288.09375
